# {"commit": "305e763", "cuvs": "26.08.01", "dirty": "yes", "driver": "595.71.05", "gpu": "NVIDIA GeForce RTX 5090", "host_cores": "208", "nvcc": "Build cuda_13.0.r13.0/compiler.36424714_0", "utc": "2026-09-02T03:36:56Z"}
method,variant,dataset,d,N,params,env,n_runs,recall,recall_spread,qps_mean,qps_std,qps_rel_std_pct,vram_mib,train_ms,add_ms,status,failures
ivfpq,"{'n_lists': 16384, 'pq_dim': 128, 'pq_bits': 8, 'n_probes': 8}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 8, ""pq_bits"": 8, ""pq_dim"": 128}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 30.73 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 128, 'pq_bits': 8, 'n_probes': 32}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 32, ""pq_bits"": 8, ""pq_dim"": 128}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 30.59 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 128, 'pq_bits': 8, 'n_probes': 128}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 128, ""pq_bits"": 8, ""pq_dim"": 128}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 30.46 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 128, 'pq_bits': 8, 'n_probes': 256}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 256, ""pq_bits"": 8, ""pq_dim"": 128}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 30.33 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 256, 'pq_bits': 8, 'n_probes': 8}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 8, ""pq_bits"": 8, ""pq_dim"": 256}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 30.19 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 256, 'pq_bits': 8, 'n_probes': 32}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 32, ""pq_bits"": 8, ""pq_dim"": 256}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 30.06 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 256, 'pq_bits': 8, 'n_probes': 128}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 128, ""pq_bits"": 8, ""pq_dim"": 256}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 29.93 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
ivfpq,"{'n_lists': 16384, 'pq_dim': 256, 'pq_bits': 8, 'n_probes': 256}",stella-trec24,1024,17776615,"{""n_lists"": 16384, ""n_probes"": 256, ""pq_bits"": 8, ""pq_dim"": 256}",{},0,,,,0,0,,,,FAILED,"[[-1, [""CuvsException: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 36406505472 bytes) at: /__w/rmm/rmm/cpp/src/mr/cuda_memory_resource.cpp:26: cudaErrorMemoryAllocation out of memory"", ""device free 29.80 GiB of 31.36 GiB at failure; dataset 17776615 x 1024 fp32 = 67.81 GiB""]]]"
