method,nprobe,recall,qps,build_time
JHQ-GPU-v12-Transposed,1,0.7611,258265.0,55.1682
JHQ-GPU-v12-Transposed,2,0.8798,195644.0,55.1682
JHQ-GPU-v12-Transposed,4,0.9499,138654.0,55.1682
JHQ-GPU-v12-Transposed,8,0.981,99957.0,55.1682
JHQ-GPU-v12-Transposed,16,0.9939,62593.0,55.1682
JHQ-GPU-v12-Transposed,32,0.9982,37552.0,55.1682
JHQ-GPU-v12-Transposed,64,0.9994,21813.0,55.1682
JHQ-GPU-v12-Transposed,128,0.9999,11414.0,55.1682
