method,nprobe,recall,qps,build_time
JHQ-GPU-v12-Transposed,1,0.8862,20168.0,26.913700000000002
JHQ-GPU-v12-Transposed,2,0.9591,17801.0,26.913700000000002
JHQ-GPU-v12-Transposed,4,0.9907,16131.0,26.913700000000002
JHQ-GPU-v12-Transposed,8,0.9982,16930.0,26.913700000000002
JHQ-GPU-v12-Transposed,16,1.0,16754.0,26.913700000000002
JHQ-GPU-v12-Transposed,32,1.0,16120.0,26.913700000000002
JHQ-GPU-v12-Transposed,64,1.0,14945.0,26.913700000000002
JHQ-GPU-v12-Transposed,128,1.0,11134.0,26.913700000000002
