method,nprobe,recall,qps,build_time
JHQ-GPU-v12-Transposed,1,0.8862,49123.0,28.087300000000003
JHQ-GPU-v12-Transposed,2,0.9591,53183.0,28.087300000000003
JHQ-GPU-v12-Transposed,4,0.9907,54644.0,28.087300000000003
JHQ-GPU-v12-Transposed,8,0.9982,44955.0,28.087300000000003
JHQ-GPU-v12-Transposed,16,1.0,43012.0,28.087300000000003
JHQ-GPU-v12-Transposed,32,1.0,40895.0,28.087300000000003
JHQ-GPU-v12-Transposed,64,1.0,37231.0,28.087300000000003
JHQ-GPU-v12-Transposed,128,1.0,25668.0,28.087300000000003
