method,nprobe,recall,qps,build_time
JHQ-CPU-IVF,1,0.825,3632.5,110.05
JHQ-CPU-IVF,2,0.9291,4870.0,110.05
JHQ-CPU-IVF,4,0.975,3503.8,110.05
JHQ-CPU-IVF,8,0.9941,2585.8,110.05
JHQ-CPU-IVF,16,0.9988,1560.1,110.05
JHQ-CPU-IVF,32,0.9997,849.1,110.05
JHQ-CPU-IVF,64,1.0,455.9,110.05
JHQ-CPU-IVF,128,1.0,238.3,110.05
