method,ck,probed,rerank_r,recall,qps,build_time
HBlock-v19 (Vogue-768),1,1,64,0.4184,183177.0,4.1675
HBlock-v19 (Vogue-768),2,8,64,0.7819,116413.0,4.1675
HBlock-v19 (Vogue-768),3,27,64,0.8489,71154.0,4.1675
HBlock-v19 (Vogue-768),4,64,64,0.8733,47621.0,4.1675
HBlock-v19 (Vogue-768),5,125,125,0.9529,21945.0,4.1675
HBlock-v19 (Vogue-768),6,216,192,0.979,8076.0,4.1675
HBlock-v19 (Vogue-768),7,343,192,0.9808,7428.0,4.1675
HBlock-v19 (Vogue-768),8,512,192,0.9784,6733.0,4.1675
