method,nprobe,recall,qps,build_time
JHQ-GPU-v12-Transposed,1,0.7449,123092.0,111.99220000000001
JHQ-GPU-v12-Transposed,2,0.8709,89707.0,111.99220000000001
JHQ-GPU-v12-Transposed,4,0.9359,61653.0,111.99220000000001
JHQ-GPU-v12-Transposed,8,0.9733,41892.0,111.99220000000001
JHQ-GPU-v12-Transposed,16,0.9922,25596.0,111.99220000000001
JHQ-GPU-v12-Transposed,32,0.9984,14594.0,111.99220000000001
JHQ-GPU-v12-Transposed,64,0.9995,8041.0,111.99220000000001
JHQ-GPU-v12-Transposed,128,0.9999,4161.0,111.99220000000001
