method,ck,probed,rerank_r,recall,qps,build_time
HBlock-v20 (Vogue-768),1,1,64,0.4274,284415.0,5.4124
HBlock-v20 (Vogue-768),2,8,64,0.8872,101646.0,5.4124
HBlock-v20 (Vogue-768),3,27,64,0.9657,67778.0,5.4124
HBlock-v20 (Vogue-768),4,64,64,0.9803,42163.0,5.4124
HBlock-v20 (Vogue-768),5,125,125,0.9963,20855.0,5.4124
HBlock-v20 (Vogue-768),6,216,128,0.9971,15091.0,5.4124
HBlock-v20 (Vogue-768),7,343,128,0.9953,12366.0,5.4124
HBlock-v20 (Vogue-768),8,512,128,0.9876,10324.0,5.4124
HBlock-v20 (Vogue-768),10,1000,128,0.9705,7214.0,5.4124
