# {"commit": "305e763", "cuvs": "26.08.01", "dirty": "yes", "driver": "595.71.05", "gpu": "NVIDIA GeForce RTX 5090", "host_cores": "208", "nvcc": "Build cuda_13.0.r13.0/compiler.36424714_0", "utc": "2026-09-02T02:18:37Z"}
method,variant,dataset,d,N,params,env,n_runs,recall,recall_spread,qps_mean,qps_std,qps_rel_std_pct,vram_mib,train_ms,add_ms,status,failures
cuVS-CAGRA-int8,1024B,vogue-768,768,932328,"{""bytes_per_vec"": 1024, ""graph_degree"": 64, ""itopk_size"": 512, ""k"": 10, ""search_width"": 1}",{},3,0.9454,0.00000,48020,688,1.43,1048,10511,,ok,
cuVS-CAGRA-int8,1024B,vogue-768,768,932328,"{""bytes_per_vec"": 1024, ""graph_degree"": 64, ""itopk_size"": 512, ""k"": 10, ""search_width"": 2}",{},3,0.9451,0.00000,57289,863,1.51,910,10297,,ok,
cuVS-CAGRA-int8,1024B,vogue-768,768,932328,"{""bytes_per_vec"": 1024, ""graph_degree"": 64, ""itopk_size"": 1024, ""k"": 10, ""search_width"": 1}",{},3,0.9456,0.00000,40608,598,1.47,910,10802,,ok,
cuVS-CAGRA-int8,1024B,vogue-768,768,932328,"{""bytes_per_vec"": 1024, ""graph_degree"": 64, ""itopk_size"": 1024, ""k"": 10, ""search_width"": 2}",{},3,0.9457,0.00000,39834,191,0.48,910,10118,,ok,
cuVS-CAGRA-int8,1024B,vogue-768,768,932328,"{""bytes_per_vec"": 1024, ""graph_degree"": 64, ""itopk_size"": 2048, ""k"": 10, ""search_width"": 1}",{},3,0.9459,0.00000,21412,361,1.69,910,9898,,ok,
cuVS-CAGRA-int8,1024B,vogue-768,768,932328,"{""bytes_per_vec"": 1024, ""graph_degree"": 64, ""itopk_size"": 2048, ""k"": 10, ""search_width"": 2}",{},3,0.9455,0.00000,21466,411,1.92,910,10489,,ok,
