# {"commit": "7298f5c", "cuvs": "26.08.01", "dirty": "yes", "driver": "595.71.05", "gpu": "NVIDIA GeForce RTX 5090", "host_cores": "208", "nvcc": "Build cuda_13.0.r13.0/compiler.36424714_0", "utc": "2026-09-01T21:20:33Z"}
method,variant,dataset,d,N,params,env,n_runs,recall,recall_spread,qps_mean,qps_std,qps_rel_std_pct,vram_mib,train_ms,add_ms,status,failures
JHQ,demo_jhq_v22_s2b1,vogue-768,768,932328,"{""B"": 8, ""Br"": 8, ""M"": 96, ""alpha"": 100.0, ""batch"": 1024, ""ivf_iters"": 8, ""k"": 10, ""kmeans_iters"": 5, ""nlist"": 1024, ""nprobe"": 32, ""prefix"": ""1/2""}","{""JHQ_BLOCK"": 1024, ""JHQ_PFX_DEN"": ""2"", ""JHQ_PFX_NUM"": ""1"", ""JHQ_TILE_M_RT"": 96}",5,0.9201,0.00000,83730,184,0.22,2179,124,1328,ok,
JHQ,demo_jhq_v22_s2b1,vogue-768,768,932328,"{""B"": 8, ""Br"": 8, ""M"": 96, ""alpha"": 100.0, ""batch"": 1024, ""ivf_iters"": 8, ""k"": 10, ""kmeans_iters"": 5, ""nlist"": 1024, ""nprobe"": 64, ""prefix"": ""1/2""}","{""JHQ_BLOCK"": 1024, ""JHQ_PFX_DEN"": ""2"", ""JHQ_PFX_NUM"": ""1"", ""JHQ_TILE_M_RT"": 96}",5,0.9545,0.00000,68825,229,0.33,2179,123,1326,ok,
JHQ,demo_jhq_v22_s2b1,vogue-768,768,932328,"{""B"": 8, ""Br"": 8, ""M"": 96, ""alpha"": 100.0, ""batch"": 1024, ""ivf_iters"": 8, ""k"": 10, ""kmeans_iters"": 5, ""nlist"": 1024, ""nprobe"": 128, ""prefix"": ""1/2""}","{""JHQ_BLOCK"": 1024, ""JHQ_PFX_DEN"": ""2"", ""JHQ_PFX_NUM"": ""1"", ""JHQ_TILE_M_RT"": 96}",5,0.9729,0.00000,48776,76,0.16,2181,122,1348,ok,
JHQ,demo_jhq_v22_s2b1,vogue-768,768,932328,"{""B"": 8, ""Br"": 8, ""M"": 96, ""alpha"": 100.0, ""batch"": 1024, ""ivf_iters"": 8, ""k"": 10, ""kmeans_iters"": 5, ""nlist"": 1024, ""nprobe"": 256, ""prefix"": ""1/2""}","{""JHQ_BLOCK"": 1024, ""JHQ_PFX_DEN"": ""2"", ""JHQ_PFX_NUM"": ""1"", ""JHQ_TILE_M_RT"": 96}",5,0.9795,0.00000,28956,38,0.13,2181,123,1326,ok,
