# {"commit": "f222690", "cuvs": "26.08.01", "dirty": "yes", "driver": "595.71.05", "gpu": "NVIDIA GeForce RTX 5090", "host_cores": "208", "nvcc": "Build cuda_13.0.r13.0/compiler.36424714_0", "utc": "2026-09-01T22:03:06Z"}
method,variant,dataset,d,N,params,env,n_runs,recall,recall_spread,qps_mean,qps_std,qps_rel_std_pct,vram_mib,train_ms,add_ms,status,failures
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 32, ""k"": 10, ""search_width"": 1}",{},5,0.8642,0.00000,718295,75581,10.52,1738,7110,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 32, ""k"": 10, ""search_width"": 2}",{},5,0.8734,0.00000,715978,16195,2.26,122,7011,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 64, ""k"": 10, ""search_width"": 1}",{},5,0.9223,0.00000,474434,8916,1.88,118,6964,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 64, ""k"": 10, ""search_width"": 2}",{},5,0.9253,0.00000,460705,5631,1.22,122,7157,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 128, ""k"": 10, ""search_width"": 1}",{},5,0.9434,0.00000,276137,2748,1.00,122,7210,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 128, ""k"": 10, ""search_width"": 2}",{},5,0.9487,0.00000,268552,5806,2.16,118,6971,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 256, ""k"": 10, ""search_width"": 1}",{},5,0.9545,0.00000,153283,713,0.46,122,7180,,ok,
cuVS-CAGRA-int8,1664B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1664, ""graph_degree"": 32, ""itopk_size"": 256, ""k"": 10, ""search_width"": 2}",{},5,0.9594,0.00000,153713,609,0.40,118,7144,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 32, ""k"": 10, ""search_width"": 1}",{},5,0.9138,0.00000,352094,107418,30.51,244,10729,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 32, ""k"": 10, ""search_width"": 2}",{},5,0.9182,0.00000,433493,7602,1.75,244,10319,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 64, ""k"": 10, ""search_width"": 1}",{},5,0.9397,0.00000,260689,5747,2.20,240,10798,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 64, ""k"": 10, ""search_width"": 2}",{},5,0.9425,0.00000,256086,10461,4.08,244,10332,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 128, ""k"": 10, ""search_width"": 1}",{},5,0.9514,0.00000,148389,732,0.49,240,10068,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 128, ""k"": 10, ""search_width"": 2}",{},5,0.9547,0.00000,145951,2686,1.84,244,10657,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 256, ""k"": 10, ""search_width"": 1}",{},5,0.9607,0.00000,80583,608,0.75,244,10825,,ok,
cuVS-CAGRA-int8,1792B,openai3-1536,1536,999000,"{""bytes_per_vec"": 1792, ""graph_degree"": 64, ""itopk_size"": 256, ""k"": 10, ""search_width"": 2}",{},5,0.9608,0.00000,80194,172,0.21,240,10369,,ok,
